file,emotion
C:/proje/ser_proje\dataset\Angry\6783_kz_pas.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_pihti.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_rihtim.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_saf.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_sarap.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_sarj.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_satir.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_senlik.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_sepet.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_serin.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_sevgi.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_simit.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_soba.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_sucuk.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_tahta.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_tembel.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_tirtil.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_turev.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_unlu.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_utanc.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_vurgu.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_yanki.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_yazim.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_yigilmak.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_yigin.wav,Angry
C:/proje/ser_proje\dataset\Angry\6783_kz_zeytin.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_acik.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_algi.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_beste.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_bugu.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_cay.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_cekirge.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_cene.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_ceren.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_cilek.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_defne.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_demet.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_demir.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_deve.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_deyim.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_dil.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_dizge.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_dugun.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_eger.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_elmacik.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_eski.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_firildak.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_gezi.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_gicik.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_goz.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_gunes.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_gurbuz.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_hekim.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_igde.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_isirgan.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_japon.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_kagit.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_karton.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_kedi.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_kemik.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_kibir.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_kiler.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_kirgin.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_koku.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_konuk.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_koy.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_kulac.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_kusluk.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_kustah.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_lokma.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_lufer.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_melek.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_mujde.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_nasil.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_nicin.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_odenek.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_ogul.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_okul.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_olcut.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_ordek.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_orgu.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_pamuk.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_pas.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_pihti.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_rihtim.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_saf.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_sarap.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_sarj.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_satir.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_senlik.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_sepet.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_serin.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_sevgi.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_simit.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_soba.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_sucuk.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_tahta.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_tembel.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_tirtil.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_turev.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_unlu.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_utanc.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_vurgu.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_yanki.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_yazim.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_yigilmak.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_yigin.wav,Angry
C:/proje/ser_proje\dataset\Angry\7895_kz_zeytin.wav,Angry
C:/proje/ser_proje\dataset\Calm\1234_sk_acik.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_algi.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_beste.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_bugu.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_cay.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_cekirge.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_cene.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_ceren.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_cilek.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_defne.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_demet.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_demir.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_deve.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_deyim.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_dil.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_dizge.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_dugun.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_eger.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_elmacik.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_eski.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_firildak.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_gezi.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_gicik.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_goz.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_gunes.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_gurbuz.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_hekim.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_igde.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_isirgan.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_japon.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_kagit.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_karton.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_kedi.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_kemik.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_kibir.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_kiler.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_kirgin.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_koku.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_konuk.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_koy.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_kulac.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_kusluk.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_kustah.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_lokma.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_lufer.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_melek.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_mujde.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_nasil.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_nicin.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_odenek.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_ogul.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_okul.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_olcut.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_ordek.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_orgu.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_pamuk.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_pas.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_pihti.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_rihtim.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_saf.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_sarap.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_sarj.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_satir.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_senlik.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_sepet.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_serin.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_sevgi.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_simit.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_soba.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_sucuk.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_tahta.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_tembel.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_tirtil.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_turev.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_unlu.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_utanc.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_vurgu.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_yanki.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_yazim.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_yigilmak.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_yigin.wav,Calm
C:/proje/ser_proje\dataset\Calm\1234_sk_zeytin.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_acik.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_algi.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_beste.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_bugu.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_cay.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_cekirge.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_cene.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_ceren.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_cilek.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_defne.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_demet.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_demir.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_deve.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_deyim.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_dil.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_dizge.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_dugun.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_eger.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_elmacik.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_eski.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_firildak.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_gezi.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_gicik.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_goz.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_gunes.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_gurbuz.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_hekim.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_igde.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_isirgan.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_japon.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_kagit.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_karton.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_kedi.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_kemik.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_kibir.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_kiler.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_kirgin.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_koku.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_konuk.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_koy.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_kulac.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_kusluk.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_kustah.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_lokma.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_lufer.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_melek.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_mujde.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_nasil.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_nicin.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_odenek.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_ogul.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_okul.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_olcut.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_ordek.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_orgu.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_pamuk.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_pas.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_pihti.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_rihtim.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_saf.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_sarap.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_sarj.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_satir.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_senlik.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_sepet.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_serin.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_sevgi.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_simit.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_soba.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_sucuk.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_tahta.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_tembel.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_tirtil.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_turev.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_unlu.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_utanc.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_vurgu.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_yanki.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_yazim.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_yigilmak.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_yigin.wav,Calm
C:/proje/ser_proje\dataset\Calm\1358_sk_zeytin.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_acik.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_algi.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_beste.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_bugu.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_cay.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_cekirge.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_cene.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_ceren.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_cilek.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_defne.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_demet.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_demir.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_deve.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_deyim.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_dil.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_dizge.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_dugun.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_eger.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_elmacik.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_eski.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_firildak.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_gezi.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_gicik.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_goz.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_gunes.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_gurbuz.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_hekim.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_igde.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_isirgan.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_japon.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_kagit.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_karton.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_kedi.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_kemik.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_kibir.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_kiler.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_kirgin.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_koku.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_konuk.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_koy.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_kulac.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_kusluk.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_kustah.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_lokma.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_lufer.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_melek.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_mujde.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_nasil.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_nicin.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_odenek.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_ogul.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_okul.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_olcut.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_ordek.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_orgu.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_pamuk.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_pas.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_pihti.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_rihtim.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_saf.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_sarap.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_sarj.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_satir.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_senlik.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_sepet.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_serin.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_sevgi.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_simit.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_soba.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_sucuk.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_tahta.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_tembel.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_tirtil.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_turev.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_unlu.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_utanc.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_vurgu.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_yanki.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_yazim.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_yigilmak.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_yigin.wav,Calm
C:/proje/ser_proje\dataset\Calm\1984_sk_zeytin.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_acik.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_algi.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_beste.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_bugu.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_cay.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_cekirge.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_cene.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_ceren.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_cilek.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_defne.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_demet.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_demir.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_deve.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_deyim.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_dil.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_dizge.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_dugun.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_eger.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_elmacik.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_eski.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_firildak.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_gezi.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_gicik.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_goz.wav,Calm
C:/proje/ser_proje\dataset\Calm\6783_sk_gunes.wav,Calm
